race,sex,gpa,lsat,role,prob0,prob1,idx
White,2,2.40774584742786,10,gen_cf,0.528,0.472,619
White,2,2.40745178932339,10,gen_cf,0.528,0.472,619
White,2,2.4113684135609,10,gen_cf,0.528,0.472,619
White,2,2.41511156064146,10,gen_cf,0.536,0.464,619
White,2,2.42488283965744,10,gen_cf,0.584,0.416,619
White,2,2.43277394353547,10,gen_cf,0.57,0.43,619
White,2,2.45078661693205,10,gen_cf,0.628,0.372,619
White,2,2.83739597169466,9,true_cf,0.182,0.818,619
White,2,2.45078661693205,10,a_flipped,0.628,0.372,619
White,1,2.45417536556636,10,x_nearest,0.696,0.304,619
Black,2,3.07581501027601,10,x_interest,0.212,0.788,624
White,2,3.57558451228722,12,gen_cf,0.252,0.748,624
White,2,3.48186065992039,12,gen_cf,0.072,0.928,624
White,2,3.61750688474913,8,gen_cf,0.208,0.792,624
White,2,3.55118538716058,9,gen_cf,0.358,0.642,624
White,2,3.53311050362822,8,gen_cf,0.374,0.626,624
White,2,3.62805543488291,11,gen_cf,0.032,0.968,624
White,2,3.61056101205184,9,gen_cf,0.122,0.878,624
White,2,3.58024866499699,7,gen_cf,0.17,0.83,624
White,2,3.74176483657068,10,gen_cf,0.672,0.328,624
White,2,3.64485216422524,10,gen_cf,0.098,0.902,624
White,2,3.47955545618646,11,gen_cf,0.092,0.908,624
White,2,3.28910732724188,9,gen_cf,0.132,0.868,624
White,2,3.14723397559718,9,gen_cf,0.472,0.528,624
White,2,3.22160315862071,8,gen_cf,0.354,0.646,624
White,2,3.46916217045567,10,gen_cf,0.184,0.816,624
White,2,3.28910732724188,10,gen_cf,0.512,0.488,624
White,2,3.3781312466414,10,gen_cf,0.294,0.706,624
White,2,3.37761605665199,10,gen_cf,0.288,0.712,624
White,2,3.24783452352764,10,gen_cf,0.568,0.432,624
White,1,3.47955545618646,10,gen_cf,0.352,0.648,624
White,2,3.20911693495762,10,gen_cf,0.534,0.466,624
White,2,3.14723397559718,10,gen_cf,0.74,0.26,624
White,2,2.8970153279431,9,gen_cf,0.254,0.746,624
White,2,2.8970153279431,11,gen_cf,0.154,0.846,624
White,2,3.09147277491788,10,gen_cf,0.618,0.382,624
White,2,3.08292626174906,10,gen_cf,0.618,0.382,624
White,2,2.90799723352952,10,gen_cf,0.614,0.386,624
White,1,3.03562825935847,10,gen_cf,0.39,0.61,624
White,1,3.03813985960533,10,gen_cf,0.476,0.524,624
White,2,3.1119543074727,10,gen_cf,0.64,0.36,624
White,2,3.03711767621447,10,gen_cf,0.532,0.468,624
White,2,3.07581501027601,10,gen_cf,0.612,0.388,624
White,2,3.46242436503862,7,true_cf,0.096,0.904,624
White,2,3.07581501027601,10,a_flipped,0.612,0.388,624
White,1,3.06955178658704,10,x_nearest,0.34,0.66,624
Black,1,2.62140651570403,9,x_interest,0.328,0.672,630
White,2,3.53546849639606,13,gen_cf,0.084,0.916,630
White,2,3.62012300267498,9,gen_cf,0.092,0.908,630
White,2,3.36968880245166,9,gen_cf,0.414,0.586,630
White,1,3.46783636214728,17,gen_cf,0.578,0.422,630
White,2,3.34553570155456,9,gen_cf,0.214,0.786,630
White,2,3.1337760529726,9,gen_cf,0.418,0.582,630
White,2,3.1520342969036,9,gen_cf,0.452,0.548,630
White,1,3.23211324009427,13,gen_cf,0.222,0.778,630
White,1,2.87281325229677,12,gen_cf,0.05,0.95,630
White,1,3.41827316452257,8,gen_cf,0.276,0.724,630
White,1,3.26397507649956,8,gen_cf,0.348,0.652,630
White,1,3.24546804935311,8,gen_cf,0.434,0.566,630
White,1,3.39004947177899,9,gen_cf,0.222,0.778,630
White,1,3.40439763388359,9,gen_cf,0.118,0.882,630
White,1,3.0996878547526,8,gen_cf,0.602,0.398,630
White,1,3.10146870194855,8,gen_cf,0.632,0.368,630
White,1,3.17250082425596,9,gen_cf,0.324,0.676,630
White,1,3.1520342969036,9,gen_cf,0.408,0.592,630
White,1,3.10906707965411,9,gen_cf,0.24,0.76,630
White,1,3.15712019918503,9,gen_cf,0.47,0.53,630
White,1,2.92773315319271,8,gen_cf,0.242,0.758,630
White,1,2.89788228398462,9,gen_cf,0.19,0.81,630
White,1,2.90775539132038,9,gen_cf,0.088,0.912,630
White,1,2.89222795692421,9,gen_cf,0.026,0.974,630
White,1,2.87281325229677,9,gen_cf,0.07,0.93,630
White,1,2.78611971206919,9,gen_cf,0.466,0.534,630
White,1,2.7612551565603,9,gen_cf,0.43,0.57,630
White,1,2.71317632322191,9,gen_cf,0.33,0.67,630
White,1,2.67972248646728,9,gen_cf,0.346,0.654,630
White,1,2.66046714358039,9,gen_cf,0.324,0.676,630
White,1,2.65290994144611,9,gen_cf,0.326,0.674,630
White,1,2.65053158164018,9,gen_cf,0.268,0.732,630
White,1,2.5967376268985,9,gen_cf,0.392,0.608,630
White,1,2.61480084241321,9,gen_cf,0.398,0.602,630
White,1,3.00801587046664,9,true_cf,0.192,0.808,630
White,1,2.62140651570403,9,a_flipped,0.35,0.65,630
White,2,2.66814070583481,9,x_nearest,0.842,0.158,630
Black,1,3.24037706987509,12,x_interest,0.218,0.782,638
White,2,3.68345084871115,14,gen_cf,0.042,0.958,638
White,2,3.63568126734021,12,gen_cf,0.098,0.902,638
White,2,3.61764216769171,12,gen_cf,0.336,0.664,638
White,2,3.52065883722194,12,gen_cf,0.172,0.828,638
White,2,3.47455676647103,12,gen_cf,0.062,0.938,638
White,1,3.53084353752763,12,gen_cf,0.618,0.382,638
White,1,3.47455676647103,12,gen_cf,0.664,0.336,638
White,1,3.42070865682064,12,gen_cf,0.538,0.462,638
White,2,3.39783508857304,12,gen_cf,0.168,0.832,638
White,1,3.57827639641465,12,gen_cf,0.378,0.622,638
White,1,3.46058601221899,12,gen_cf,0.692,0.308,638
White,1,3.40791335651686,12,gen_cf,0.528,0.472,638
White,1,3.39783508857304,12,gen_cf,0.622,0.378,638
White,1,3.39563024000696,12,gen_cf,0.702,0.298,638
White,1,3.38142111074245,12,gen_cf,0.674,0.326,638
White,1,3.36359976573579,12,gen_cf,0.746,0.254,638
White,1,3.35575905191221,12,gen_cf,0.776,0.224,638
White,1,3.25294166650012,13,gen_cf,0.064,0.936,638
White,1,3.3129189906929,12,gen_cf,0.674,0.326,638
White,1,3.3174988587239,12,gen_cf,0.742,0.258,638
White,1,3.15015287130494,12,gen_cf,0.79,0.21,638
White,1,3.16244527174055,12,gen_cf,0.744,0.256,638
White,1,3.29574190244076,12,gen_cf,0.494,0.506,638
White,1,3.29443646341858,12,gen_cf,0.492,0.508,638
White,1,3.2787205289106,12,gen_cf,0.432,0.568,638
White,1,3.22918651657584,12,gen_cf,0.544,0.456,638
White,1,3.23037369039682,12,gen_cf,0.552,0.448,638
White,1,3.22587352561208,12,gen_cf,0.628,0.372,638
White,1,3.2193359021505,12,gen_cf,0.694,0.306,638
White,1,3.23561878968577,12,gen_cf,0.404,0.596,638
White,1,3.23233086750153,12,gen_cf,0.538,0.462,638
White,1,3.23873773585665,12,gen_cf,0.388,0.612,638
White,1,3.24178165004446,12,gen_cf,0.384,0.616,638
White,1,3.24037706987509,12,gen_cf,0.394,0.606,638
White,1,3.6269864246377,13,true_cf,0.154,0.846,638
White,1,3.24037706987509,12,a_flipped,0.394,0.606,638
White,1,3.22114698201727,12,x_nearest,0.702,0.298,638
Black,2,2.88406329940365,8,x_interest,0.306,0.694,653
White,2,3.79211634551745,8,gen_cf,0.098,0.902,653
White,2,3.55531995441287,6,gen_cf,0.496,0.504,653
White,2,3.51072907363657,8,gen_cf,0.162,0.838,653
White,2,3.58450659442143,8,gen_cf,0.224,0.776,653
White,2,3.47078573524762,8,gen_cf,0.056,0.944,653
White,2,3.37834692039946,8,gen_cf,0.24,0.76,653
White,2,3.34926209386125,8,gen_cf,0.138,0.862,653
White,2,3.26438774915372,8,gen_cf,0.228,0.772,653
White,2,3.26390954997987,8,gen_cf,0.24,0.76,653
White,2,3.15351095331947,8,gen_cf,0.236,0.764,653
White,2,3.17601950303445,9,gen_cf,0.496,0.504,653
White,2,3.18046509772323,8,gen_cf,0.354,0.646,653
White,2,3.10320689019189,8,gen_cf,0.264,0.736,653
White,2,3.1089716516419,8,gen_cf,0.252,0.748,653
White,2,2.83464530511955,8,gen_cf,0.306,0.694,653
White,2,2.75050250959143,8,gen_cf,0.856,0.144,653
White,2,2.78092550999887,8,gen_cf,0.632,0.368,653
White,2,2.87019213037225,8,gen_cf,0.25,0.75,653
White,2,2.80835811341311,8,gen_cf,0.478,0.522,653
White,2,2.79779791750625,8,gen_cf,0.592,0.408,653
White,2,2.87146079154262,7,gen_cf,0.128,0.872,653
White,2,2.90497548260095,8,gen_cf,0.5,0.5,653
White,2,2.93429123355004,8,gen_cf,0.242,0.758,653
White,2,2.87485072215155,8,gen_cf,0.26,0.74,653
White,2,2.88803832128732,8,gen_cf,0.248,0.752,653
White,2,2.93882718248556,8,gen_cf,0.248,0.752,653
White,2,2.88406329940365,9,gen_cf,0.104,0.896,653
White,2,3.0101815698115,8,gen_cf,0.432,0.568,653
White,2,2.88406329940365,8,gen_cf,0.242,0.758,653
White,1,2.7785349529308,8,gen_cf,0.494,0.506,653
White,2,3.27067265416626,12,true_cf,0.196,0.804,653
White,2,2.88406329940365,8,a_flipped,0.242,0.758,653
White,1,2.89605744251665,8,x_nearest,0.142,0.858,653
Black,1,2.7105995824028,8,x_interest,0.802,0.198,664
White,2,3.61755135114122,6,gen_cf,0.226,0.774,664
White,2,3.80859206856006,8,gen_cf,0.256,0.744,664
White,2,3.87471777712899,8,gen_cf,0.1,0.9,664
White,2,3.51682230445655,8,gen_cf,0.198,0.802,664
White,2,3.34728760316331,8,gen_cf,0.158,0.842,664
White,2,3.30373639856695,7,gen_cf,0.02,0.98,664
White,2,3.24656511540815,8,gen_cf,0.282,0.718,664
White,2,3.13153041804717,8,gen_cf,0.422,0.578,664
White,2,3.14499891069503,8,gen_cf,0.396,0.604,664
White,2,3.18832678104576,8,gen_cf,0.27,0.73,664
White,1,3.52070143196045,8,gen_cf,0.198,0.802,664
White,1,3.4772513997373,8,gen_cf,0.366,0.634,664
White,1,3.42896459261217,8,gen_cf,0.2,0.8,664
White,2,3.18642655797666,8,gen_cf,0.266,0.734,664
White,1,3.40822530328911,8,gen_cf,0.168,0.832,664
White,1,3.38345913074724,8,gen_cf,0.17,0.83,664
White,1,3.30373639856695,8,gen_cf,0.596,0.404,664
White,1,3.19360312591606,8,gen_cf,0.658,0.342,664
White,1,3.13153041804717,8,gen_cf,0.648,0.352,664
White,2,2.91929601685686,8,gen_cf,0.468,0.532,664
White,1,3.0794068644722,8,gen_cf,0.258,0.742,664
White,1,2.89855669668834,8,gen_cf,0.38,0.62,664
White,1,2.87433706964804,8,gen_cf,0.096,0.904,664
White,1,2.93790809806175,8,gen_cf,0.146,0.854,664
White,1,2.81057695552886,8,gen_cf,0.358,0.642,664
White,1,2.76252654565255,8,gen_cf,0.412,0.588,664
White,1,2.72490806864028,8,gen_cf,0.518,0.482,664
White,1,2.7105995824028,9,gen_cf,0.348,0.652,664
White,1,2.7105995824028,8,gen_cf,0.502,0.498,664
White,1,2.61438993035422,8,gen_cf,0.462,0.538,664
White,1,3.09720893716541,2,true_cf,0.04,0.96,664
White,1,2.7105995824028,8,a_flipped,0.502,0.498,664
White,2,2.72713158735362,8,x_nearest,0.866,0.134,664
Black,2,2.19224018330555,8,x_interest,0.676,0.324,676
White,2,3.75250216891561,8,gen_cf,0.674,0.326,676
White,2,3.54544858405734,7,gen_cf,0.33,0.67,676
White,2,3.29282773896656,8,gen_cf,0.276,0.724,676
White,2,3.25629401717671,8,gen_cf,0.122,0.878,676
White,2,3.13988027506278,8,gen_cf,0.392,0.608,676
White,2,3.08250110685946,8,gen_cf,0.198,0.802,676
White,2,2.86621956702725,9,gen_cf,0.116,0.884,676
White,2,2.85106490645329,8,gen_cf,0.304,0.696,676
White,2,2.73404368818133,8,gen_cf,0.784,0.216,676
White,2,2.67598254281095,8,gen_cf,0.75,0.25,676
White,1,2.89819585598801,8,gen_cf,0.372,0.628,676
White,1,2.85486661293466,8,gen_cf,0.12,0.88,676
White,2,2.6555327713065,8,gen_cf,0.646,0.354,676
White,2,2.65155865184764,8,gen_cf,0.632,0.368,676
White,2,2.58810898625099,8,gen_cf,0.684,0.316,676
White,2,2.57192873934997,8,gen_cf,0.66,0.34,676
White,2,2.60242808131836,8,gen_cf,0.692,0.308,676
White,2,2.55835427839242,8,gen_cf,0.686,0.314,676
White,2,2.47127239004235,8,gen_cf,0.694,0.306,676
White,2,2.38791974301787,8,gen_cf,0.438,0.562,676
White,2,2.39453065460629,8,gen_cf,0.614,0.386,676
White,2,2.51934326514773,8,gen_cf,0.774,0.226,676
White,2,2.41720308090051,8,gen_cf,0.654,0.346,676
White,2,2.41208228252334,8,gen_cf,0.648,0.352,676
White,2,2.43408442256094,8,gen_cf,0.72,0.28,676
White,2,2.42433460391683,8,gen_cf,0.726,0.274,676
White,2,2.45318653932234,8,gen_cf,0.852,0.148,676
White,2,2.18703847496763,8,gen_cf,0.28,0.72,676
White,2,2.19224018330555,8,gen_cf,0.336,0.664,676
White,2,2.57884953806816,6,true_cf,0.274,0.726,676
White,2,2.19224018330555,8,a_flipped,0.336,0.664,676
White,2,2.18748746639965,8,x_nearest,0.28,0.72,676
Black,2,3.60120705386604,5,x_interest,0.632,0.368,677
White,2,3.88247840628477,6,gen_cf,0.218,0.782,677
White,2,3.87529766223147,6,gen_cf,0.23,0.77,677
White,2,3.60120705386604,13,gen_cf,0.112,0.888,677
White,2,3.80744078312566,7,gen_cf,0.38,0.62,677
White,2,3.5478482955712,7,gen_cf,0.324,0.676,677
White,2,3.72844433725581,6,gen_cf,0.324,0.676,677
White,2,3.5979842544581,6,gen_cf,0.228,0.772,677
White,2,3.42210917231312,7,gen_cf,0.014,0.986,677
White,2,3.60120705386604,6,gen_cf,0.212,0.788,677
White,2,3.51947343636756,5,gen_cf,0.532,0.468,677
White,2,3.51989376016486,5,gen_cf,0.534,0.466,677
White,2,3.53999946288116,5,gen_cf,0.468,0.532,677
White,2,3.79795157038133,5,gen_cf,0.214,0.786,677
White,2,3.65536779342618,5,gen_cf,0.206,0.794,677
White,2,3.88622832473894,5,gen_cf,0.202,0.798,677
White,2,3.4132113121603,5,gen_cf,0.082,0.918,677
White,2,3.47768959066102,5,gen_cf,0.41,0.59,677
White,2,3.49632071661823,5,gen_cf,0.436,0.564,677
White,2,3.47878828386949,5,gen_cf,0.436,0.564,677
White,2,3.49945136326642,5,gen_cf,0.436,0.564,677
White,2,3.58252939389356,5,gen_cf,0.302,0.698,677
White,2,3.5979842544581,5,gen_cf,0.23,0.77,677
White,2,3.50303649142686,5,gen_cf,0.494,0.506,677
White,2,3.50421509719435,5,gen_cf,0.486,0.514,677
White,2,3.60120705386604,5,gen_cf,0.216,0.784,677
White,2,3.98781640862865,9,true_cf,0.34,0.66,677
White,2,3.60120705386604,5,a_flipped,0.216,0.784,677
White,2,3.60367112430353,5,x_nearest,0.206,0.794,677
Black,1,2.56986044109693,8,x_interest,0.336,0.664,684
White,2,3.24827285694477,6,gen_cf,0.188,0.812,684
White,2,3.33169507641888,8,gen_cf,0.262,0.738,684
White,2,3.12644074234877,8,gen_cf,0.466,0.534,684
White,2,3.17335369171094,8,gen_cf,0.252,0.748,684
White,1,3.51861041995154,8,gen_cf,0.112,0.888,684
White,1,3.40937393230194,8,gen_cf,0.168,0.832,684
White,2,3.08185899280919,8,gen_cf,0.19,0.81,684
White,1,3.30842411868384,8,gen_cf,0.588,0.412,684
White,1,3.17335369171094,8,gen_cf,0.428,0.572,684
White,1,3.12987656703833,8,gen_cf,0.64,0.36,684
White,1,3.24015783134086,8,gen_cf,0.588,0.412,684
White,1,3.12644074234877,8,gen_cf,0.608,0.392,684
White,1,3.09984130678493,8,gen_cf,0.602,0.398,684
White,1,2.85252122126143,8,gen_cf,0.212,0.788,684
White,1,2.95174366654127,8,gen_cf,0.156,0.844,684
White,1,2.85192110700347,8,gen_cf,0.212,0.788,684
White,2,3.01094585728911,8,gen_cf,0.464,0.536,684
White,1,2.83434944111228,8,gen_cf,0.19,0.81,684
White,1,2.7785467857511,8,gen_cf,0.494,0.506,684
White,1,2.7508304768772,8,gen_cf,0.61,0.39,684
White,1,2.74652272102452,8,gen_cf,0.612,0.388,684
White,1,2.75523861768216,8,gen_cf,0.566,0.434,684
White,1,2.72006209964881,8,gen_cf,0.54,0.46,684
White,1,2.71852523417911,8,gen_cf,0.538,0.462,684
White,1,2.68554338365433,8,gen_cf,0.496,0.504,684
White,1,2.4785031953433,8,gen_cf,0.278,0.722,684
White,1,2.50591222716572,8,gen_cf,0.296,0.704,684
White,1,2.51477404742994,8,gen_cf,0.288,0.712,684
White,1,2.53172399310097,8,gen_cf,0.256,0.744,684
White,1,2.3861203532068,8,gen_cf,0.142,0.858,684
White,1,2.55390078863496,8,gen_cf,0.216,0.784,684
White,1,2.55640434432156,8,gen_cf,0.21,0.79,684
White,1,2.57866527511216,8,gen_cf,0.188,0.812,684
White,1,2.56206451464547,8,gen_cf,0.202,0.798,684
White,1,2.56986044109693,8,gen_cf,0.186,0.814,684
White,1,2.57499150883724,8,gen_cf,0.19,0.81,684
White,1,2.95646979585954,6,true_cf,0.764,0.236,684
White,1,2.56986044109693,8,a_flipped,0.186,0.814,684
White,1,2.58029952708176,8,x_nearest,0.188,0.812,684
Black,2,3.26756787720464,4,x_interest,0.702,0.298,693
White,2,3.68210975363131,13,gen_cf,0.046,0.954,693
White,2,3.76902368618046,6,gen_cf,0.508,0.492,693
White,2,3.72012866697243,3,gen_cf,0.146,0.854,693
White,2,3.656135397907,3,gen_cf,0.316,0.684,693
White,2,3.49680095064638,6,gen_cf,0.22,0.78,693
White,2,3.4416562371049,2,gen_cf,0.062,0.938,693
White,2,3.26756787720464,6,gen_cf,0.28,0.72,693
White,2,3.56774482849794,4,gen_cf,0.388,0.612,693
White,2,3.51664609579203,4,gen_cf,0.468,0.532,693
White,2,3.57456735440815,4,gen_cf,0.54,0.46,693
White,2,3.48619234034832,4,gen_cf,0.42,0.58,693
White,2,3.39311800323416,4,gen_cf,0.406,0.594,693
White,2,3.36570286434426,4,gen_cf,0.172,0.828,693
White,2,3.26756787720464,7,gen_cf,0.106,0.894,693
White,2,3.34927037346247,4,gen_cf,0.062,0.938,693
White,2,3.34124524669164,4,gen_cf,0.066,0.934,693
White,1,3.24354261396874,4,gen_cf,0.056,0.944,693
White,2,3.30712461629073,4,gen_cf,0.108,0.892,693
White,2,3.30917741518199,4,gen_cf,0.1,0.9,693
White,2,3.31149803447693,4,gen_cf,0.128,0.872,693
White,2,3.30292201756168,4,gen_cf,0.112,0.888,693
White,2,3.28940989731852,4,gen_cf,0.132,0.868,693
White,2,3.25347915337597,4,gen_cf,0.074,0.926,693
White,2,3.2657396848135,4,gen_cf,0.12,0.88,693
White,2,3.26687817052092,4,gen_cf,0.124,0.876,693
White,2,3.26756787720464,4,gen_cf,0.136,0.864,693
White,2,3.65417723196726,11,true_cf,0.06,0.94,693
White,2,3.26756787720464,4,a_flipped,0.136,0.864,693
White,1,3.24332709791951,4,x_nearest,0.056,0.944,693
Black,2,2.45695909816314,7,x_interest,0.874,0.126,694
White,2,3.53692886825674,18,gen_cf,0.58,0.42,694
White,2,3.77644524157176,7,gen_cf,0.494,0.506,694
White,2,3.57017030027957,7,gen_cf,0.25,0.75,694
White,2,3.5663407192236,7,gen_cf,0.278,0.722,694
White,2,3.19902299036038,6,gen_cf,0.318,0.682,694
White,2,3.14381210478811,8,gen_cf,0.394,0.606,694
White,2,3.14071259406234,7,gen_cf,0.238,0.762,694
White,2,3.10160185549676,7,gen_cf,0.22,0.78,694
White,1,3.53692886825674,7,gen_cf,0.592,0.408,694
White,2,2.78914620560686,7,gen_cf,0.288,0.712,694
White,2,2.77247198433732,7,gen_cf,0.616,0.384,694
White,2,2.83723979653887,7,gen_cf,0.078,0.922,694
White,2,2.73321583370316,7,gen_cf,0.726,0.274,694
White,2,2.73085921850489,7,gen_cf,0.742,0.258,694
White,2,2.76433141669826,7,gen_cf,0.642,0.358,694
White,2,2.76009361939749,7,gen_cf,0.75,0.25,694
White,2,2.76001486608507,7,gen_cf,0.75,0.25,694
White,2,2.75086132334188,7,gen_cf,0.796,0.204,694
White,1,3.1038955509769,8,gen_cf,0.632,0.368,694
White,2,2.69358007284336,7,gen_cf,0.718,0.282,694
White,2,2.69051412571499,7,gen_cf,0.712,0.288,694
White,2,2.66928155310067,7,gen_cf,0.448,0.552,694
White,1,2.69051412571499,6,gen_cf,0.632,0.368,694
White,2,2.65007302960635,7,gen_cf,0.344,0.656,694
White,2,2.64835434039903,7,gen_cf,0.334,0.666,694
White,2,2.4937899303258,8,gen_cf,0.718,0.282,694
White,2,2.47679974821992,6,gen_cf,0.182,0.818,694
White,2,2.45695909816314,8,gen_cf,0.852,0.148,694
White,2,2.56650444345341,7,gen_cf,0.224,0.776,694
White,2,2.52045505364664,7,gen_cf,0.276,0.724,694
White,2,2.50039850190277,7,gen_cf,0.256,0.744,694
White,2,2.43254675255596,7,gen_cf,0.366,0.634,694
White,2,2.45695909816314,7,gen_cf,0.434,0.566,694
White,2,2.84356845292575,8,true_cf,0.288,0.712,694
White,2,2.45695909816314,7,a_flipped,0.434,0.566,694
White,2,2.46379610310587,7,x_nearest,0.202,0.798,694
Black,1,3.02749185939831,5,x_interest,0.084,0.916,699
White,2,3.92977766855799,7,gen_cf,0.112,0.888,699
White,2,3.37267768498116,6,gen_cf,0.16,0.84,699
White,2,3.79557228408007,5,gen_cf,0.168,0.832,699
White,1,3.56584193907088,3,gen_cf,0.284,0.716,699
White,1,3.02749185939831,13,gen_cf,0.138,0.862,699
White,2,3.48911009390045,5,gen_cf,0.444,0.556,699
White,2,3.38691771315981,4,gen_cf,0.38,0.62,699
White,2,3.29583446086411,5,gen_cf,0.096,0.904,699
White,1,3.31901656346576,3,gen_cf,0.328,0.672,699
White,1,3.29058408328045,2,gen_cf,0.02,0.98,699
White,1,3.75976840961329,3,gen_cf,0.504,0.496,699
White,1,3.29583446086411,8,gen_cf,0.636,0.364,699
White,1,3.29058408328045,4,gen_cf,0.18,0.82,699
White,1,3.42230691125448,5,gen_cf,0.398,0.602,699
White,1,3.56809129711881,5,gen_cf,0.208,0.792,699
White,1,3.53307464916383,5,gen_cf,0.266,0.734,699
White,1,3.51281300942642,5,gen_cf,0.306,0.694,699
White,1,3.51086919647003,5,gen_cf,0.306,0.694,699
White,1,3.54021802094914,5,gen_cf,0.28,0.72,699
White,1,3.42033456078649,5,gen_cf,0.41,0.59,699
White,1,3.37063745505891,5,gen_cf,0.604,0.396,699
White,2,3.20952784093298,5,gen_cf,0.082,0.918,699
White,1,3.39530820362673,6,gen_cf,0.74,0.26,699
White,1,3.29510810293253,5,gen_cf,0.518,0.482,699
White,1,3.30164451303299,5,gen_cf,0.612,0.388,699
White,1,3.31170951731279,5,gen_cf,0.696,0.304,699
White,1,3.29583446086411,5,gen_cf,0.534,0.466,699
White,1,3.28815200852273,5,gen_cf,0.452,0.548,699
White,1,3.29070680322574,5,gen_cf,0.476,0.524,699
White,1,3.1823716889288,5,gen_cf,0.628,0.372,699
White,1,3.19123013671207,5,gen_cf,0.698,0.302,699
White,1,3.17512859482532,5,gen_cf,0.562,0.438,699
White,1,3.08576808418821,5,gen_cf,0.636,0.364,699
White,1,2.9424823850126,5,gen_cf,0.376,0.624,699
White,1,2.99941226265885,5,gen_cf,0.588,0.412,699
White,1,3.00492485320868,5,gen_cf,0.62,0.38,699
White,1,3.00909340485999,5,gen_cf,0.394,0.606,699
White,1,3.0199677927449,5,gen_cf,0.468,0.532,699
White,1,3.02749185939831,5,gen_cf,0.458,0.542,699
White,1,3.41410121416092,7,true_cf,0.266,0.734,699
White,1,3.02749185939831,5,a_flipped,0.458,0.542,699
White,2,3.03896199469561,5,x_nearest,0.068,0.932,699
Black,1,3.05492257425163,8,x_interest,0.21,0.79,743
White,2,3.71679008440459,8,gen_cf,0.362,0.638,743
White,2,3.65889785597365,8,gen_cf,0.252,0.748,743
White,2,3.64198662605824,8,gen_cf,0.222,0.778,743
White,2,3.64978245734213,8,gen_cf,0.35,0.65,743
White,1,3.37056670135125,13,gen_cf,0.554,0.446,743
White,2,3.56876322113783,8,gen_cf,0.266,0.734,743
White,2,3.57437857026752,8,gen_cf,0.218,0.782,743
White,2,3.38403000230663,8,gen_cf,0.104,0.896,743
White,2,3.31062079122514,8,gen_cf,0.188,0.812,743
White,2,3.30016635141826,8,gen_cf,0.238,0.762,743
White,2,3.24333347101865,8,gen_cf,0.272,0.728,743
White,2,3.23605428792746,8,gen_cf,0.36,0.64,743
White,2,3.17985473782884,8,gen_cf,0.31,0.69,743
White,1,3.05492257425163,13,gen_cf,0.066,0.934,743
White,1,3.47948585179162,8,gen_cf,0.328,0.672,743
White,1,3.48766646842086,8,gen_cf,0.142,0.858,743
White,1,3.56224441076788,8,gen_cf,0.194,0.806,743
White,1,3.45522749255835,8,gen_cf,0.318,0.682,743
White,1,3.49948945418491,8,gen_cf,0.07,0.93,743
White,1,3.38083440106874,8,gen_cf,0.192,0.808,743
White,1,3.25313392496195,8,gen_cf,0.232,0.768,743
White,1,3.26278428461421,8,gen_cf,0.324,0.676,743
White,1,3.18082318889997,8,gen_cf,0.468,0.532,743
White,1,3.16674806546027,8,gen_cf,0.592,0.408,743
White,1,3.1432200255671,8,gen_cf,0.62,0.38,743
White,1,3.13613720151657,8,gen_cf,0.662,0.338,743
White,1,3.07657596832639,8,gen_cf,0.258,0.742,743
White,1,3.07715239185132,8,gen_cf,0.258,0.742,743
White,1,2.95794679311656,6,gen_cf,0.782,0.218,743
White,1,3.03520426048395,8,gen_cf,0.25,0.75,743
White,1,3.04546117817603,8,gen_cf,0.466,0.534,743
White,1,2.95352140731653,9,gen_cf,0.386,0.614,743
White,1,2.95548254015394,5,gen_cf,0.448,0.552,743
White,1,3.05492257425163,8,gen_cf,0.442,0.558,743
White,1,3.05431604553499,8,gen_cf,0.432,0.568,743
White,1,3.44153192901424,8,true_cf,0.26,0.74,743
White,1,3.05492257425163,8,a_flipped,0.442,0.558,743
White,1,3.04713122535271,8,x_nearest,0.492,0.508,743
Black,1,2.4470986449206,5,x_interest,0.832,0.168,752
White,2,4.05772763178566,6,gen_cf,0.212,0.788,752
White,1,3.98765404894431,17,gen_cf,0.458,0.542,752
White,1,3.49264711350496,5,gen_cf,0.318,0.682,752
White,2,3.256019877349,5,gen_cf,0.03,0.97,752
White,2,3.20508180469103,5,gen_cf,0.192,0.808,752
White,1,3.33568567129068,5,gen_cf,0.292,0.708,752
White,1,3.31030238385161,5,gen_cf,0.646,0.354,752
White,1,3.29337784470793,5,gen_cf,0.494,0.506,752
White,2,3.18741453882588,5,gen_cf,0.308,0.692,752
White,1,3.35026018249877,5,gen_cf,0.296,0.704,752
White,1,3.19256115821003,5,gen_cf,0.714,0.286,752
White,1,3.18741453882588,5,gen_cf,0.632,0.368,752
White,1,3.16712039501182,5,gen_cf,0.572,0.428,752
White,1,2.95553770495675,4,gen_cf,0.17,0.83,752
White,1,3.16357178696878,5,gen_cf,0.584,0.416,752
White,1,3.08344468966641,5,gen_cf,0.626,0.374,752
White,1,2.97540595289647,5,gen_cf,0.594,0.406,752
White,1,2.97533738606805,5,gen_cf,0.59,0.41,752
White,1,2.94192035796729,5,gen_cf,0.354,0.646,752
White,1,2.92367257720219,5,gen_cf,0.426,0.574,752
White,1,2.90869094483751,5,gen_cf,0.424,0.576,752
White,1,2.8704740619575,5,gen_cf,0.364,0.636,752
White,1,2.86232899811384,5,gen_cf,0.286,0.714,752
White,1,2.93072803279299,5,gen_cf,0.41,0.59,752
