age,capital_gain,capital_loss,education,education_num,hours_per_week,martial_status,occupation,race,relationship,sex,workclass,role,prob0,prob1,idx
37,0,0,HS-grad,9,40,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.998,0.002,712
38,0,155,HS-grad,11,40,Never-married,Farming-fishing,White,Not-in-family,Male,Private,gen_cf,0.984,0.016,712
37,0,33,HS-grad,9,56,Never-married,Farming-fishing,White,Not-in-family,Male,Private,gen_cf,0.986,0.014,712
32,1568,193,HS-grad,9,40,Never-married,Farming-fishing,White,Not-in-family,Male,Private,gen_cf,1,0,712
37,0,151,HS-grad,9,27,Never-married,Farming-fishing,White,Not-in-family,Male,Private,gen_cf,1,0,712
34,0,0,HS-grad,10,40,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.996,0.004,712
37,0,149,HS-grad,9,33,Never-married,Farming-fishing,White,Not-in-family,Male,Private,gen_cf,1,0,712
37,0,0,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Female,Private,gen_cf,1,0,712
32,0,0,HS-grad,9,40,Never-married,Farming-fishing,White,Not-in-family,Male,Private,gen_cf,1,0,712
37,0,0,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,1,0,712
37,0,0,HS-grad,10,40,Never-married,Farming-fishing,White,Not-in-family,Male,Private,gen_cf,1,0,712
37,1568,0,HS-grad,9,40,Never-married,Farming-fishing,White,Not-in-family,Male,Private,gen_cf,1,0,712
37,1416,0,HS-grad,9,40,Never-married,Farming-fishing,White,Not-in-family,Male,Private,gen_cf,1,0,712
37,0,0,HS-grad,9,40,Never-married,Farming-fishing,White,Not-in-family,Male,Private,gen_cf,1,0,712
42,0,0,Some-college,10,38,Divorced,Adm-clerical,Black,Not-in-family,Female,Private,x_interest,0.998,0.002,738
27,0,61,Assoc-acdm,10,31,Never-married,Sales,White,Not-in-family,Male,Private,gen_cf,0.994,0.006,738
42,0,322,Some-college,14,57,Divorced,Adm-clerical,White,Not-in-family,Male,Private,gen_cf,0.682,0.318,738
42,0,0,Some-college,14,59,Divorced,Adm-clerical,White,Not-in-family,Male,Private,gen_cf,0.686,0.314,738
42,0,496,Some-college,10,57,Divorced,Other-service,White,Not-in-family,Male,Private,gen_cf,0.86,0.14,738
42,0,407,Some-college,10,42,Divorced,Craft-repair,White,Not-in-family,Male,Private,gen_cf,0.95,0.05,738
42,0,41,Some-college,10,51,Divorced,Adm-clerical,White,Not-in-family,Male,Private,gen_cf,0.964,0.036,738
42,0,0,Some-college,10,38,Divorced,Sales,White,Not-in-family,Male,Private,gen_cf,0.992,0.008,738
42,0,0,Doctorate,10,41,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,0.692,0.308,738
63,0,108,Some-college,9,48,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,0.928,0.072,738
42,0,500,Some-college,10,58,Divorced,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.75,0.25,738
42,0,485,Some-college,10,58,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,0.86,0.14,738
23,0,0,Some-college,10,64,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,0.974,0.026,738
42,0,0,HS-grad,10,38,Divorced,Adm-clerical,White,Unmarried,Female,Private,gen_cf,1,0,738
42,0,0,Some-college,10,46,Divorced,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.98,0.02,738
50,3201,0,Some-college,10,40,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,0.986,0.014,738
27,2113,0,Some-college,11,38,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,0.992,0.008,738
42,0,0,HS-grad,10,38,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,1,0,738
42,0,0,Some-college,10,38,Divorced,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.998,0.002,738
42,0,0,Some-college,10,40,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,1,0,738
42,0,0,Some-college,10,38,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,1,0,738
22,0,0,Some-college,10,20,Never-married,Other-service,Black,Other-relative,Male,Private,x_interest,1,0,745
22,2323,272,Bachelors,10,20,Never-married,Sales,White,Not-in-family,Female,Private,gen_cf,0.976,0.024,745
19,0,0,1st-4th,7,20,Never-married,Other-service,White,Other-relative,Male,Private,gen_cf,0.98,0.02,745
22,0,0,Bachelors,10,20,Never-married,Sales,White,Other-relative,Male,Private,gen_cf,0.97,0.03,745
22,0,0,Some-college,10,20,Never-married,Sales,White,Own-child,Male,Private,gen_cf,1,0,745
19,0,0,1st-4th,10,20,Never-married,Other-service,White,Other-relative,Male,Private,gen_cf,0.98,0.02,745
27,0,0,HS-grad,10,27,Never-married,Other-service,White,Other-relative,Male,Private,gen_cf,1,0,745
22,0,322,Some-college,10,20,Never-married,Tech-support,White,Other-relative,Male,Private,gen_cf,0.996,0.004,745
23,0,0,Assoc-voc,10,20,Never-married,Other-service,White,Other-relative,Male,Private,gen_cf,0.99,0.01,745
22,0,0,Assoc-voc,10,20,Never-married,Other-service,White,Other-relative,Male,Private,gen_cf,0.99,0.01,745
22,0,0,Some-college,10,20,Never-married,Protective-serv,White,Other-relative,Male,Private,gen_cf,0.992,0.008,745
18,380,0,Some-college,10,28,Never-married,Other-service,White,Other-relative,Female,Private,gen_cf,1,0,745
22,0,0,Some-college,10,20,Never-married,Prof-specialty,White,Other-relative,Male,Private,gen_cf,0.966,0.034,745
25,0,587,Some-college,7,27,Never-married,Other-service,White,Other-relative,Male,Private,gen_cf,0.982,0.018,745
19,2221,0,Some-college,10,20,Never-married,Other-service,White,Other-relative,Male,Private,gen_cf,1,0,745
22,0,0,Some-college,10,20,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,745
18,0,0,Some-college,10,20,Never-married,Other-service,White,Other-relative,Male,Private,gen_cf,1,0,745
19,0,0,Some-college,10,20,Never-married,Other-service,White,Other-relative,Male,Private,gen_cf,1,0,745
22,864,0,Some-college,10,20,Never-married,Other-service,White,Other-relative,Male,Private,gen_cf,1,0,745
22,0,0,Some-college,10,21,Never-married,Other-service,White,Other-relative,Male,Private,gen_cf,1,0,745
22,0,0,Some-college,10,20,Never-married,Other-service,White,Other-relative,Male,Private,gen_cf,1,0,745
25,0,0,HS-grad,9,40,Never-married,Machine-op-inspct,Black,Not-in-family,Male,Private,x_interest,1,0,747
31,0,0,HS-grad,6,40,Married-civ-spouse,Exec-managerial,White,Not-in-family,Male,Self-emp-not-inc,gen_cf,0.868,0.132,747
29,0,0,Prof-school,9,40,Married-civ-spouse,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,0.624,0.376,747
24,0,0,HS-grad,9,40,Divorced,Tech-support,White,Not-in-family,Male,Private,gen_cf,0.996,0.004,747
50,0,353,HS-grad,9,40,Married-AF-spouse,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,0.814,0.186,747
18,4367,161,Assoc-acdm,9,40,Never-married,Prof-specialty,White,Not-in-family,Female,Private,gen_cf,0.922,0.078,747
25,4163,74,HS-grad,9,43,Married-civ-spouse,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,0.88,0.12,747
25,0,0,Assoc-acdm,9,40,Never-married,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.988,0.012,747
25,394,79,HS-grad,11,40,Never-married,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.992,0.008,747
20,0,8,HS-grad,9,40,Married-AF-spouse,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,0.95,0.05,747
31,0,0,HS-grad,9,33,Never-married,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.998,0.002,747
19,891,0,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,0.962,0.038,747
25,0,0,HS-grad,10,40,Never-married,Transport-moving,White,Own-child,Male,Private,gen_cf,0.998,0.002,747
25,734,0,HS-grad,9,40,Never-married,Tech-support,White,Not-in-family,Male,Private,gen_cf,0.998,0.002,747
32,712,0,HS-grad,9,40,Never-married,Protective-serv,White,Not-in-family,Male,Private,gen_cf,0.95,0.05,747
25,0,0,HS-grad,9,40,Never-married,Protective-serv,White,Not-in-family,Male,Private,gen_cf,0.966,0.034,747
23,0,0,HS-grad,9,24,Never-married,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,1,0,747
23,0,0,HS-grad,9,43,Never-married,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,1,0,747
25,0,0,HS-grad,9,35,Never-married,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,1,0,747
25,0,0,HS-grad,9,43,Never-married,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,1,0,747
23,0,0,HS-grad,9,40,Never-married,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,1,0,747
24,0,0,HS-grad,9,40,Never-married,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,1,0,747
25,0,0,HS-grad,9,40,Never-married,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,1,0,747
24,0,1721,HS-grad,9,30,Never-married,Other-service,Black,Own-child,Male,Private,x_interest,1,0,751
24,0,648,HS-grad,11,30,Never-married,Other-service,White,Not-in-family,Female,Private,gen_cf,0.976,0.024,751
31,2292,1721,HS-grad,11,47,Never-married,Other-service,White,Husband,Male,Private,gen_cf,0.822,0.178,751
22,0,1203,HS-grad,9,30,Never-married,Other-service,White,Not-in-family,Female,Private,gen_cf,0.992,0.008,751
24,0,1721,HS-grad,9,41,Divorced,Other-service,White,Not-in-family,Male,Private,gen_cf,0.99,0.01,751
24,2742,1172,HS-grad,12,32,Never-married,Other-service,White,Own-child,Female,Private,gen_cf,0.97,0.03,751
24,0,1721,HS-grad,9,30,Never-married,Other-service,White,Not-in-family,Female,Private,gen_cf,1,0,751
18,0,1721,HS-grad,8,30,Never-married,Other-service,White,Husband,Male,Private,gen_cf,0.964,0.036,751
22,1576,1590,HS-grad,12,30,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.968,0.032,751
24,0,648,HS-grad,9,30,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.99,0.01,751
33,0,1721,HS-grad,9,39,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.99,0.01,751
24,1754,1480,HS-grad,6,31,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.994,0.006,751
29,0,1679,HS-grad,9,24,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.998,0.002,751
24,0,1721,HS-grad,9,30,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,1,0,751
17,0,1721,HS-grad,9,30,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,751
24,0,1249,HS-grad,9,19,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.996,0.004,751
18,0,1721,HS-grad,9,34,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,751
24,632,1547,HS-grad,9,45,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.984,0.016,751
24,0,1384,HS-grad,9,30,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.996,0.004,751
24,0,1449,HS-grad,9,30,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.996,0.004,751
24,0,1590,HS-grad,9,30,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.994,0.006,751
24,0,1721,HS-grad,9,40,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,751
25,0,1721,HS-grad,9,30,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,751
24,0,1721,HS-grad,9,29,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,751
24,0,1721,HS-grad,9,32,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,751
24,0,1721,HS-grad,9,30,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,751
55,0,0,5th-6th,3,25,Divorced,Other-service,Black,Unmarried,Male,Private,x_interest,0.976,0.024,820
58,0,0,5th-6th,12,25,Married-civ-spouse,Sales,White,Not-in-family,Male,Private,gen_cf,0.624,0.376,820
73,1819,30,5th-6th,6,24,Divorced,Craft-repair,White,Not-in-family,Male,Without-pay,gen_cf,0.912,0.088,820
55,1314,525,HS-grad,4,25,Divorced,Farming-fishing,White,Not-in-family,Male,State-gov,gen_cf,0.922,0.078,820
55,913,234,5th-6th,6,25,Married-civ-spouse,Sales,White,Husband,Male,Private,gen_cf,0.746,0.254,820
55,3049,0,Some-college,3,40,Divorced,Other-service,White,Not-in-family,Male,Private,gen_cf,0.97,0.03,820
49,2536,0,5th-6th,3,33,Divorced,Handlers-cleaners,White,Other-relative,Male,Private,gen_cf,0.976,0.024,820
55,472,0,5th-6th,4,25,Divorced,Exec-managerial,White,Husband,Male,Private,gen_cf,0.76,0.24,820
47,2090,1048,5th-6th,3,26,Divorced,Other-service,White,Husband,Male,Private,gen_cf,0.882,0.118,820
48,0,0,5th-6th,4,27,Divorced,Other-service,White,Not-in-family,Male,Private,gen_cf,0.986,0.014,820
55,1107,0,5th-6th,3,25,Divorced,Other-service,White,Not-in-family,Male,Private,gen_cf,0.984,0.016,820
55,1779,262,5th-6th,3,25,Divorced,Other-service,White,Not-in-family,Female,Private,gen_cf,0.984,0.016,820
55,0,0,5th-6th,3,25,Divorced,Other-service,White,Husband,Male,Private,gen_cf,0.938,0.062,820
55,0,0,5th-6th,3,25,Divorced,Other-service,White,Not-in-family,Male,Private,gen_cf,0.984,0.016,820
55,0,0,5th-6th,3,9,Divorced,Other-service,White,Not-in-family,Female,Private,gen_cf,0.984,0.016,820
55,0,0,5th-6th,12,25,Divorced,Other-service,White,Unmarried,Male,Private,gen_cf,0.956,0.044,820
43,3023,0,5th-6th,3,20,Divorced,Other-service,White,Unmarried,Male,Private,gen_cf,0.966,0.034,820
50,3045,0,5th-6th,5,25,Divorced,Other-service,White,Unmarried,Male,Private,gen_cf,0.952,0.048,820
34,0,0,5th-6th,3,27,Divorced,Other-service,White,Unmarried,Male,Private,gen_cf,0.972,0.028,820
40,0,0,5th-6th,3,25,Divorced,Other-service,White,Unmarried,Male,Private,gen_cf,0.972,0.028,820
55,0,0,5th-6th,3,38,Divorced,Other-service,White,Unmarried,Male,Private,gen_cf,0.972,0.028,820
50,958,0,5th-6th,3,25,Divorced,Other-service,White,Unmarried,Male,Private,gen_cf,0.976,0.024,820
55,0,0,5th-6th,3,34,Divorced,Other-service,White,Unmarried,Male,Private,gen_cf,0.972,0.028,820
55,1107,0,5th-6th,3,25,Divorced,Other-service,White,Unmarried,Male,Private,gen_cf,0.974,0.026,820
55,846,0,5th-6th,3,25,Divorced,Other-service,White,Unmarried,Male,Private,gen_cf,0.974,0.026,820
55,0,0,5th-6th,3,24,Divorced,Other-service,White,Unmarried,Male,Private,gen_cf,0.974,0.026,820
55,0,0,5th-6th,3,25,Divorced,Other-service,White,Unmarried,Male,Private,gen_cf,0.974,0.026,820
23,0,0,HS-grad,9,7,Never-married,Handlers-cleaners,Black,Unmarried,Female,Private,x_interest,0.998,0.002,822
23,1263,0,HS-grad,9,19,Never-married,Prof-specialty,White,Husband,Female,Private,gen_cf,0.932,0.068,822
23,1814,96,HS-grad,9,14,Never-married,Sales,White,Not-in-family,Female,Private,gen_cf,1,0,822
23,0,0,HS-grad,9,23,Never-married,Handlers-cleaners,White,Not-in-family,Female,Private,gen_cf,1,0,822
27,0,0,HS-grad,9,18,Never-married,Handlers-cleaners,White,Not-in-family,Female,Private,gen_cf,1,0,822
23,0,0,HS-grad,9,8,Never-married,Handlers-cleaners,White,Not-in-family,Male,Private,gen_cf,1,0,822
23,1539,0,HS-grad,9,15,Never-married,Handlers-cleaners,White,Husband,Female,Private,gen_cf,0.964,0.036,822
23,0,0,HS-grad,9,29,Never-married,Handlers-cleaners,White,Own-child,Female,Private,gen_cf,1,0,822
25,0,0,HS-grad,11,7,Never-married,Handlers-cleaners,White,Not-in-family,Female,Private,gen_cf,0.988,0.012,822
23,3442,0,HS-grad,9,7,Never-married,Handlers-cleaners,White,Not-in-family,Female,Private,gen_cf,0.988,0.012,822
27,2014,0,HS-grad,9,7,Never-married,Handlers-cleaners,White,Not-in-family,Female,Private,gen_cf,0.998,0.002,822
23,0,0,HS-grad,9,7,Never-married,Handlers-cleaners,White,Not-in-family,Female,Private,gen_cf,0.998,0.002,822
33,0,89,HS-grad,6,42,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.99,0.01,822
36,0,531,HS-grad,9,14,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.968,0.032,822
21,0,0,HS-grad,10,12,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,1,0,822
23,0,0,HS-grad,8,11,Never-married,Other-service,White,Unmarried,Female,Private,gen_cf,1,0,822
17,0,0,HS-grad,9,7,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.998,0.002,822
23,0,0,HS-grad,9,14,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,1,0,822
27,0,0,HS-grad,9,7,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.998,0.002,822
23,0,0,Some-college,10,7,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.998,0.002,822
22,578,0,HS-grad,9,7,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.998,0.002,822
22,0,0,HS-grad,9,7,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.998,0.002,822
23,0,0,HS-grad,9,8,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.998,0.002,822
23,0,0,Some-college,9,7,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.998,0.002,822
23,0,0,HS-grad,9,7,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.998,0.002,822
54,0,0,HS-grad,9,40,Married-civ-spouse,Sales,Black,Husband,Male,Self-emp-not-inc,x_interest,0.854,0.146,833
63,2584,0,HS-grad,9,52,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Self-emp-inc,gen_cf,0.502,0.498,833
45,0,452,HS-grad,9,55,Married-civ-spouse,Sales,White,Husband,Male,Self-emp-not-inc,gen_cf,0.782,0.218,833
54,0,0,HS-grad,9,59,Married-civ-spouse,Sales,White,Husband,Male,Self-emp-inc,gen_cf,0.372,0.628,833
50,0,0,HS-grad,11,33,Married-civ-spouse,Sales,White,Husband,Male,Self-emp-not-inc,gen_cf,0.616,0.384,833
54,0,0,HS-grad,9,52,Married-civ-spouse,Sales,White,Husband,Male,Self-emp-not-inc,gen_cf,0.772,0.228,833
43,0,0,HS-grad,9,40,Married-civ-spouse,Sales,White,Wife,Female,Self-emp-not-inc,gen_cf,0.438,0.562,833
54,0,0,HS-grad,9,43,Married-civ-spouse,Sales,White,Husband,Male,Self-emp-not-inc,gen_cf,0.696,0.304,833
54,0,0,HS-grad,9,40,Married-civ-spouse,Exec-managerial,White,Husband,Male,Self-emp-not-inc,gen_cf,0.62,0.38,833
54,0,0,HS-grad,9,40,Married-civ-spouse,Sales,White,Husband,Male,Self-emp-not-inc,gen_cf,0.706,0.294,833
24,0,0,Bachelors,13,15,Never-married,Prof-specialty,Black,Own-child,Male,Private,x_interest,0.99,0.01,850
17,1344,0,Bachelors,14,19,Never-married,Prof-specialty,White,Own-child,Female,Private,gen_cf,0.982,0.018,850
26,3323,0,Bachelors,13,19,Never-married,Prof-specialty,White,Not-in-family,Male,Private,gen_cf,0.996,0.004,850
43,1037,0,Bachelors,13,19,Never-married,Prof-specialty,White,Own-child,Male,Private,gen_cf,0.754,0.246,850
18,0,0,Bachelors,13,19,Never-married,Prof-specialty,White,Own-child,Male,Private,gen_cf,1,0,850
24,0,0,Bachelors,14,33,Never-married,Prof-specialty,White,Own-child,Female,Private,gen_cf,0.982,0.018,850
24,0,0,Bachelors,12,15,Never-married,Sales,White,Own-child,Female,Private,gen_cf,0.99,0.01,850
24,0,0,Bachelors,13,19,Never-married,Prof-specialty,White,Own-child,Male,Private,gen_cf,1,0,850
27,0,0,Bachelors,13,15,Never-married,Prof-specialty,White,Own-child,Male,Private,gen_cf,1,0,850
26,0,0,Bachelors,13,15,Never-married,Prof-specialty,White,Own-child,Male,Private,gen_cf,1,0,850
24,473,0,Bachelors,13,18,Never-married,Prof-specialty,White,Unmarried,Male,Private,gen_cf,0.984,0.016,850
24,0,0,Bachelors,13,15,Never-married,Exec-managerial,White,Own-child,Male,Private,gen_cf,0.998,0.002,850
24,0,0,Bachelors,13,15,Never-married,Prof-specialty,White,Own-child,Male,Private,gen_cf,1,0,850
23,0,0,HS-grad,9,40,Never-married,Sales,Black,Own-child,Male,Private,x_interest,1,0,857
23,0,466,HS-grad,9,54,Divorced,Sales,White,Other-relative,Male,Private,gen_cf,0.96,0.04,857
23,1365,360,HS-grad,9,39,Married-civ-spouse,Sales,White,Husband,Female,Private,gen_cf,0.912,0.088,857
29,0,246,Masters,9,40,Never-married,Transport-moving,White,Own-child,Male,Private,gen_cf,0.878,0.122,857
23,0,44,HS-grad,9,54,Never-married,Sales,White,Not-in-family,Female,Private,gen_cf,0.99,0.01,857
23,0,369,HS-grad,11,40,Never-married,Sales,White,Not-in-family,Male,Private,gen_cf,0.97,0.03,857
23,0,0,HS-grad,11,40,Never-married,Sales,White,Not-in-family,Male,Private,gen_cf,0.99,0.01,857
23,0,0,HS-grad,8,43,Never-married,Sales,White,Husband,Male,Private,gen_cf,0.962,0.038,857
24,0,0,HS-grad,9,40,Never-married,Sales,White,Husband,Male,Private,gen_cf,0.974,0.026,857
29,0,0,HS-grad,10,40,Never-married,Sales,White,Own-child,Male,Private,gen_cf,0.998,0.002,857
26,0,0,HS-grad,9,38,Never-married,Sales,White,Own-child,Male,Private,gen_cf,0.998,0.002,857
29,0,0,HS-grad,9,40,Never-married,Sales,White,Own-child,Male,Private,gen_cf,0.998,0.002,857
23,0,0,HS-grad,9,40,Never-married,Transport-moving,White,Own-child,Male,Private,gen_cf,1,0,857
23,1494,0,HS-grad,9,40,Never-married,Sales,White,Own-child,Male,Private,gen_cf,1,0,857
23,1365,0,HS-grad,9,40,Never-married,Sales,White,Own-child,Male,Private,gen_cf,1,0,857
23,0,0,HS-grad,9,41,Never-married,Sales,White,Own-child,Male,Private,gen_cf,1,0,857
23,0,0,HS-grad,9,40,Never-married,Sales,White,Own-child,Male,Private,gen_cf,1,0,857
38,0,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,Black,Wife,Female,Private,x_interest,0.908,0.092,866
47,25,720,Masters,11,58,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,Private,gen_cf,0.326,0.674,866
38,0,0,Masters,11,56,Married-civ-spouse,Farming-fishing,White,Husband,Male,Private,gen_cf,0.372,0.628,866
38,0,0,Bachelors,10,52,Married-civ-spouse,Adm-clerical,White,Husband,Female,Private,gen_cf,0.55,0.45,866
38,2172,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Husband,Male,Private,gen_cf,0.804,0.196,866
45,1433,544,Some-college,10,43,Married-civ-spouse,Adm-clerical,White,Husband,Female,Private,gen_cf,0.692,0.308,866
38,0,33,Some-college,9,40,Married-civ-spouse,Craft-repair,White,Wife,Male,Private,gen_cf,0.704,0.296,866
50,5213,162,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Male,Private,gen_cf,0.132,0.868,866
38,0,0,Some-college,11,40,Married-civ-spouse,Other-service,White,Wife,Male,Private,gen_cf,0.71,0.29,866
38,0,0,Some-college,9,55,Married-civ-spouse,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,0.816,0.184,866
48,919,901,Some-college,10,40,Married-civ-spouse,Prof-specialty,White,Wife,Female,Private,gen_cf,0.388,0.612,866
43,0,0,Some-college,10,42,Married-civ-spouse,Adm-clerical,White,Wife,Male,Private,gen_cf,0.706,0.294,866
38,0,0,Some-college,10,40,Married-civ-spouse,Sales,White,Wife,Female,Private,gen_cf,0.61,0.39,866
59,0,0,Some-college,7,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.596,0.404,866
38,0,0,Some-college,10,40,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,1,0,866
55,0,423,Some-college,9,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.492,0.508,866
59,3356,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.424,0.576,866
55,635,12,Some-college,9,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.496,0.504,866
38,0,0,Some-college,10,54,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.692,0.308,866
38,0,0,Some-college,10,52,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.718,0.282,866
38,800,0,Some-college,8,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.816,0.184,866
48,236,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.69,0.31,866
38,2583,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.764,0.236,866
38,2818,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.726,0.274,866
38,0,0,Some-college,10,42,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.758,0.242,866
38,1389,86,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.854,0.146,866
37,855,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.812,0.188,866
38,967,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.844,0.156,866
38,855,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.844,0.156,866
38,635,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.844,0.156,866
38,0,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.844,0.156,866
38,226,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.844,0.156,866
38,402,0,Some-college,10,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.844,0.156,866
35,0,0,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,Black,Husband,Male,Private,x_interest,0.98,0.02,882
49,0,1048,HS-grad,9,57,Married-civ-spouse,Exec-managerial,White,Husband,Male,Self-emp-not-inc,gen_cf,0.486,0.514,882
29,0,0,HS-grad,9,53,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.898,0.102,882
23,1188,0,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.996,0.004,882
29,0,0,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.99,0.01,882
35,0,0,HS-grad,9,45,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.794,0.206,882
35,0,1,HS-grad,9,44,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.79,0.21,882
35,0,0,HS-grad,9,42,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.876,0.124,882
34,0,0,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.908,0.092,882
